campaign_id,campaign_name,account_id,account_name,account_currency,date,impressions,clicks,spend,cpc,cpm,ctr,reach,frequency,_weld_synced
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-18,4021,143,37.44,0.26,9.31,3.5771,3344,1.2,2024-09-19T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-18,3358,130,36.22,0.28,10.79,3.8868,2356,1.43,2024-09-19T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-18,7865,151,74.97,0.5,9.53,1.9289,6786,1.16,2024-09-19T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-18,5199,182,47.3,0.26,9.1,3.5167,4464,1.16,2024-09-19T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-19,7842,140,91.99,0.66,11.73,1.7877,7120,1.1,2024-09-20T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-19,10280,167,95.19,0.57,9.26,1.6315,7780,1.32,2024-09-20T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-19,5832,208,49.41,0.24,8.47,3.5753,5030,1.16,2024-09-20T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-19,4515,157,49.66,0.32,11.0,3.4974,4150,1.09,2024-09-20T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-19,9358,161,102.46,0.64,10.95,1.7285,8201,1.14,2024-09-20T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-19,3582,125,44.06,0.35,12.3,3.5047,2962,1.21,2024-09-20T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-20,9910,166,97.04,0.58,9.79,1.6833,9162,1.08,2024-09-21T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-20,7679,124,80.75,0.65,10.52,1.6215,5493,1.4,2024-09-21T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-20,4492,150,51.25,0.34,11.41,3.3573,3496,1.28,2024-09-21T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-20,4055,153,41.81,0.27,10.31,3.797,3778,1.07,2024-09-21T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-20,6478,130,79.9,0.61,12.33,2.0123,5494,1.18,2024-09-21T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-20,4951,163,45.15,0.28,9.12,3.304,4539,1.09,2024-09-21T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-21,7097,115,77.22,0.67,10.88,1.6208,5585,1.27,2024-09-22T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-21,7154,127,79.67,0.63,11.14,1.781,5034,1.42,2024-09-22T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-21,4676,139,39.71,0.29,8.49,2.9927,4248,1.1,2024-09-22T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-21,5078,194,47.8,0.25,9.41,3.8393,3870,1.31,2024-09-22T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-21,9070,163,93.17,0.57,10.27,1.8021,6992,1.3,2024-09-22T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-21,4457,163,45.11,0.28,10.12,3.6646,3960,1.13,2024-09-22T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-22,7824,149,76.76,0.52,9.81,1.9081,6500,1.2,2024-09-23T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-22,11211,223,94.34,0.42,8.41,1.9944,10207,1.1,2024-09-23T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-22,3697,141,39.3,0.28,10.63,3.8369,2801,1.32,2024-09-23T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-22,5122,155,46.72,0.3,9.12,3.03,4679,1.09,2024-09-23T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-22,7064,113,88.2,0.78,12.49,1.601,5937,1.19,2024-09-23T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-22,4155,131,39.47,0.3,9.5,3.1655,3565,1.17,2024-09-23T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-23,8904,153,99.13,0.65,11.13,1.7272,6245,1.43,2024-09-24T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-23,9426,158,89.55,0.57,9.5,1.6845,8714,1.08,2024-09-24T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-23,4305,146,52.22,0.36,12.13,3.3932,3414,1.26,2024-09-24T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-23,4491,171,41.66,0.24,9.28,3.8085,3476,1.29,2024-09-24T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-23,9315,169,93.38,0.55,10.02,1.8228,7255,1.28,2024-09-24T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-23,4708,173,47.83,0.28,10.16,3.6929,3869,1.22,2024-09-24T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-24,8133,128,84.06,0.66,10.34,1.5754,5839,1.39,2024-09-25T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-24,6378,108,79.72,0.74,12.5,1.7065,5980,1.07,2024-09-25T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-24,3910,153,39.11,0.26,10.0,3.9192,3404,1.15,2024-09-25T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-24,5202,178,46.21,0.26,8.88,3.4397,4936,1.05,2024-09-25T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-24,8709,153,77.24,0.5,8.87,1.7682,8218,1.06,2024-09-25T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-24,4182,150,40.42,0.27,9.67,3.6095,3780,1.11,2024-09-25T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-25,6905,121,85.3,0.7,12.35,1.7605,6248,1.11,2024-09-26T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-25,8457,161,93.67,0.58,11.08,1.9132,7820,1.08,2024-09-26T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-25,5191,183,50.36,0.28,9.7,3.5294,4572,1.14,2024-09-26T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-25,4059,148,40.68,0.27,10.02,3.6632,3668,1.11,2024-09-26T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-25,8959,140,91.46,0.65,10.21,1.5694,7765,1.15,2024-09-26T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-25,4489,145,39.83,0.27,8.87,3.2384,3750,1.2,2024-09-26T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-26,8059,142,86.28,0.61,10.71,1.763,7328,1.1,2024-09-27T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-26,11175,196,93.22,0.48,8.34,1.7585,8037,1.39,2024-09-27T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-26,4386,156,48.32,0.31,11.02,3.5647,3624,1.21,2024-09-27T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-26,4541,160,47.0,0.29,10.35,3.5408,4080,1.11,2024-09-27T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-26,9699,196,89.16,0.45,9.19,2.0267,9023,1.07,2024-09-27T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-26,4172,142,38.61,0.27,9.25,3.4038,3439,1.21,2024-09-27T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-27,7034,131,86.76,0.66,12.33,1.8708,5761,1.22,2024-09-28T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-27,8682,168,80.06,0.48,9.22,1.9418,6741,1.29,2024-09-28T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-27,4434,166,50.77,0.31,11.45,3.7647,3488,1.27,2024-09-28T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-27,5234,210,48.82,0.23,9.33,4.0164,4575,1.14,2024-09-28T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-27,6973,123,78.2,0.64,11.21,1.7771,5939,1.17,2024-09-28T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-27,4879,155,41.32,0.27,8.47,3.1794,3438,1.42,2024-09-28T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-28,8575,146,82.1,0.56,9.57,1.7054,8016,1.07,2024-09-29T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-28,10007,193,92.7,0.48,9.26,1.938,8291,1.21,2024-09-29T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-28,4677,177,41.92,0.24,8.96,3.7851,3292,1.42,2024-09-29T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-28,3728,113,39.95,0.35,10.72,3.0526,3072,1.21,2024-09-29T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-28,7917,122,79.79,0.65,10.08,1.5442,6540,1.21,2024-09-29T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-28,4186,131,38.63,0.29,9.23,3.1529,3216,1.3,2024-09-29T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-29,6432,103,79.48,0.77,12.36,1.6095,5268,1.22,2024-09-30T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-29,7526,145,90.85,0.63,12.07,1.9299,6123,1.23,2024-09-30T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-29,3285,103,39.95,0.39,12.16,3.1441,2978,1.1,2024-09-30T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-29,3882,117,41.45,0.35,10.68,3.0281,3189,1.22,2024-09-30T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-29,7796,124,90.05,0.73,11.55,1.5988,6098,1.28,2024-09-30T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-29,4223,144,45.51,0.32,10.78,3.4272,3985,1.06,2024-09-30T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-09-30,8041,160,96.92,0.61,12.05,1.9908,5858,1.37,2024-10-01T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-09-30,7901,151,94.39,0.63,11.95,1.921,6556,1.21,2024-10-01T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-09-30,4096,158,48.65,0.31,11.88,3.8578,3631,1.13,2024-10-01T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-09-30,4038,162,40.77,0.25,10.1,4.0166,3420,1.18,2024-10-01T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-09-30,6513,104,72.47,0.7,11.13,1.6114,4736,1.38,2024-10-01T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-09-30,5037,191,42.96,0.22,8.53,3.8008,4497,1.12,2024-10-01T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-01,8982,178,86.93,0.49,9.68,1.9892,7551,1.19,2024-10-02T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-01,10246,196,101.02,0.52,9.86,1.9164,8533,1.2,2024-10-02T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-01,5169,190,50.92,0.27,9.85,3.683,4357,1.19,2024-10-02T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-01,4025,138,42.77,0.31,10.63,3.4368,2868,1.4,2024-10-02T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-01,9408,185,90.86,0.49,9.66,1.9732,8880,1.06,2024-10-02T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-01,3543,115,43.34,0.38,12.23,3.2508,3243,1.09,2024-10-02T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-02,9036,165,83.07,0.5,9.19,1.8279,8482,1.07,2024-10-03T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-02,8994,147,97.35,0.66,10.82,1.6408,6795,1.32,2024-10-03T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-02,4592,149,48.72,0.33,10.61,3.254,3424,1.34,2024-10-03T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-02,4748,164,47.12,0.29,9.92,3.4729,3823,1.24,2024-10-03T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-02,7660,150,80.03,0.53,10.45,1.9676,5698,1.34,2024-10-03T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-02,4357,162,40.91,0.25,9.39,3.7271,3865,1.13,2024-10-03T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-03,10688,168,96.08,0.57,8.99,1.5748,9587,1.11,2024-10-04T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-03,7627,146,88.72,0.61,11.63,1.9171,7210,1.06,2024-10-04T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-03,4621,139,38.93,0.28,8.42,3.0264,3950,1.17,2024-10-04T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-03,3620,110,37.61,0.34,10.39,3.0645,2766,1.31,2024-10-04T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-03,8865,159,93.45,0.59,10.54,1.8022,8319,1.07,2024-10-04T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-03,4757,147,43.83,0.3,9.21,3.0929,4262,1.12,2024-10-04T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-04,7330,139,74.3,0.53,10.14,1.9075,5971,1.23,2024-10-05T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-04,7990,152,85.48,0.56,10.7,1.908,5866,1.36,2024-10-05T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-04,3143,99,39.2,0.4,12.47,3.155,2965,1.06,2024-10-05T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-04,4707,169,46.8,0.28,9.94,3.5973,3355,1.4,2024-10-05T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-04,8862,165,90.46,0.55,10.21,1.8694,7612,1.16,2024-10-05T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-04,4984,174,41.81,0.24,8.39,3.5028,3850,1.29,2024-10-05T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-05,8706,174,75.49,0.43,8.67,2.0024,6863,1.27,2024-10-06T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-05,8009,165,95.45,0.58,11.92,2.0665,6944,1.15,2024-10-06T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-05,4179,137,48.31,0.35,11.56,3.2814,3952,1.06,2024-10-06T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-05,3934,130,38.41,0.3,9.76,3.3082,3609,1.09,2024-10-06T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-05,11070,173,93.09,0.54,8.41,1.5666,8374,1.32,2024-10-06T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-05,4123,124,47.08,0.38,11.42,3.0113,3626,1.14,2024-10-06T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-06,6496,122,81.01,0.66,12.47,1.8925,5956,1.09,2024-10-07T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-06,10182,183,95.91,0.52,9.42,1.7993,7739,1.32,2024-10-07T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-06,3972,144,47.82,0.33,12.04,3.6408,3630,1.09,2024-10-07T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-06,4584,156,43.25,0.28,9.43,3.4226,3266,1.4,2024-10-07T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-06,7518,152,71.26,0.47,9.48,2.024,6827,1.1,2024-10-07T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-06,3351,113,37.1,0.33,11.07,3.3875,2981,1.12,2024-10-07T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-07,7377,149,88.07,0.59,11.94,2.0247,5173,1.43,2024-10-08T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-07,8009,124,85.57,0.69,10.68,1.5584,5951,1.35,2024-10-08T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-07,3179,127,36.23,0.29,11.4,4.02,2969,1.07,2024-10-08T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-07,4955,155,44.94,0.29,9.07,3.1453,4427,1.12,2024-10-08T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-07,7090,115,74.17,0.64,10.46,1.6351,4977,1.42,2024-10-08T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-07,4544,141,41.83,0.3,9.21,3.1034,3346,1.36,2024-10-08T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-08,6984,113,80.65,0.71,11.55,1.6267,5989,1.17,2024-10-09T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-08,7548,146,71.14,0.49,9.43,1.9389,5875,1.28,2024-10-09T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-08,3942,130,38.0,0.29,9.64,3.3144,3599,1.1,2024-10-09T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-08,3531,122,41.53,0.34,11.76,3.4708,2932,1.2,2024-10-09T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-08,8307,136,76.27,0.56,9.18,1.6481,7348,1.13,2024-10-09T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-08,3841,148,44.15,0.3,11.49,3.8537,2762,1.39,2024-10-09T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-09,8208,128,93.89,0.73,11.44,1.5702,6893,1.19,2024-10-10T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-09,8792,167,81.69,0.49,9.29,1.9099,7088,1.24,2024-10-10T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-09,5348,187,50.24,0.27,9.39,3.5076,4564,1.17,2024-10-10T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-09,5032,163,48.56,0.3,9.65,3.258,4290,1.17,2024-10-10T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-09,9766,162,95.07,0.59,9.73,1.6637,9059,1.08,2024-10-10T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-09,5366,177,48.98,0.28,9.13,3.317,4913,1.09,2024-10-10T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-10,8785,148,98.32,0.66,11.19,1.6862,8152,1.08,2024-10-11T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-10,9446,162,79.7,0.49,8.44,1.7154,7851,1.2,2024-10-11T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-10,5795,203,50.47,0.25,8.71,3.5102,4632,1.25,2024-10-11T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-10,4441,167,50.28,0.3,11.32,3.7736,3293,1.35,2024-10-11T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-10,10715,212,90.98,0.43,8.49,1.9874,9550,1.12,2024-10-11T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-10,4351,151,40.81,0.27,9.38,3.4746,3638,1.2,2024-10-11T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-11,7847,154,75.01,0.49,9.56,1.9678,6269,1.25,2024-10-12T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-11,8304,154,80.15,0.52,9.65,1.8662,6761,1.23,2024-10-12T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-11,3993,158,39.68,0.25,9.94,3.972,3014,1.32,2024-10-12T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-11,3476,131,41.75,0.32,12.01,3.78,3035,1.15,2024-10-12T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-11,7231,120,90.34,0.75,12.49,1.6693,6866,1.05,2024-10-12T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-11,3308,104,36.97,0.36,11.18,3.1517,3127,1.06,2024-10-12T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-12,8611,172,77.65,0.45,9.02,1.9989,7960,1.08,2024-10-13T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-12,9015,170,91.73,0.54,10.18,1.888,7059,1.28,2024-10-13T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-12,3574,136,34.38,0.25,9.62,3.8152,3209,1.11,2024-10-13T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-12,4151,144,41.79,0.29,10.07,3.4697,3718,1.12,2024-10-13T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-12,8052,146,90.19,0.62,11.2,1.8197,5972,1.35,2024-10-13T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-12,3950,148,41.02,0.28,10.38,3.7502,3396,1.16,2024-10-13T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-13,6783,105,68.79,0.66,10.14,1.5575,6077,1.12,2024-10-14T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-13,9003,144,81.96,0.57,9.1,1.6015,7154,1.26,2024-10-14T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-13,5367,181,45.84,0.25,8.54,3.3849,4915,1.09,2024-10-14T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-13,4826,147,45.66,0.31,9.46,3.0467,4128,1.17,2024-10-14T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-13,6592,129,79.17,0.61,12.01,1.9662,5493,1.2,2024-10-14T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-13,4258,127,45.82,0.36,10.76,3.0059,3434,1.24,2024-10-14T00:00:00
MC001,Prospecting - Broad - CBD Oils,act_123456789,Vitalis UK,GBP,2024-10-14,9544,160,86.06,0.54,9.02,1.6835,8199,1.16,2024-10-15T00:00:00
MC002,Prospecting - Lookalike - Purchasers,act_123456789,Vitalis UK,GBP,2024-10-14,10179,166,85.25,0.51,8.38,1.6351,7781,1.31,2024-10-15T00:00:00
MC003,Retargeting - Website Visitors 30d,act_123456789,Vitalis UK,GBP,2024-10-14,4293,132,50.59,0.38,11.78,3.0771,3282,1.31,2024-10-15T00:00:00
MC004,Retargeting - Add to Cart 7d,act_123456789,Vitalis UK,GBP,2024-10-14,4554,158,47.98,0.3,10.54,3.4846,3808,1.2,2024-10-15T00:00:00
MC005,Prospecting - Interest - Wellness,act_123456789,Vitalis UK,GBP,2024-10-14,6784,132,78.45,0.59,11.56,1.9472,6064,1.12,2024-10-15T00:00:00
MC006,DPA - Catalogue Sales,act_123456789,Vitalis UK,GBP,2024-10-14,4662,185,39.75,0.21,8.53,3.9722,3503,1.33,2024-10-15T00:00:00
