campaign_id,campaign_name,account_id,account_descriptive_name,date,impressions,clicks,cost_micros,conversions,conversions_value,device,ad_network_type,_weld_synced
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-09-24,5340,216,60660000,3.9,193.48,MOBILE,SEARCH,2024-09-25T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-09-24,6937,285,49830000,9.0,420.37,MOBILE,SEARCH_PARTNERS,2024-09-25T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-09-24,8081,505,66810000,10.8,557.28,DESKTOP,SEARCH,2024-09-25T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-09-25,2515,86,34240000,7.9,454.56,DESKTOP,SEARCH,2024-09-26T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-09-25,3901,144,57800000,3.6,215.47,DESKTOP,SEARCH,2024-09-26T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-09-25,6938,324,58760000,9.2,450.7,TABLET,SEARCH,2024-09-26T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-09-25,3003,124,48590000,4.2,197.09,TABLET,SEARCH_PARTNERS,2024-09-26T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-09-25,8841,421,73300000,12.4,568.58,TABLET,SEARCH,2024-09-26T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-09-26,3248,162,35590000,14.4,898.16,TABLET,SEARCH,2024-09-27T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-09-26,6829,289,57500000,5.9,276.07,DESKTOP,SEARCH,2024-09-27T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-09-26,4850,290,71520000,6.0,239.01,MOBILE,SEARCH,2024-09-27T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-09-26,5740,347,51830000,9.4,589.86,TABLET,SEARCH_PARTNERS,2024-09-27T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-09-26,6594,210,79050000,5.2,264.56,TABLET,SEARCH,2024-09-27T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-09-27,1978,72,28290000,4.8,294.42,TABLET,SEARCH,2024-09-28T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-09-27,8141,263,64200000,6.4,260.36,TABLET,SEARCH,2024-09-28T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-09-27,3864,132,62780000,3.6,212.3,MOBILE,SEARCH,2024-09-28T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-09-27,3356,181,54850000,5.3,227.89,TABLET,SEARCH_PARTNERS,2024-09-28T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-09-27,5604,353,64760000,12.3,602.07,DESKTOP,SEARCH,2024-09-28T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-09-28,5077,293,33890000,17.8,1005.31,MOBILE,SEARCH,2024-09-29T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-09-28,7035,338,63930000,7.0,443.4,MOBILE,SEARCH,2024-09-29T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-09-28,6089,246,66970000,7.2,405.58,DESKTOP,SEARCH,2024-09-29T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-09-28,7546,280,57010000,9.2,453.41,TABLET,SEARCH_PARTNERS,2024-09-29T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-09-28,4817,235,75000000,5.4,245.38,MOBILE,SEARCH,2024-09-29T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-09-29,3388,101,33360000,7.9,479.91,MOBILE,SEARCH,2024-09-30T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-09-29,5386,362,53280000,6.5,381.59,TABLET,SEARCH,2024-09-30T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-09-29,4224,247,64280000,5.9,352.78,MOBILE,SEARCH,2024-09-30T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-09-29,4158,209,49060000,5.8,372.07,DESKTOP,SEARCH_PARTNERS,2024-09-30T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-09-29,8982,337,67960000,9.4,609.36,TABLET,SEARCH,2024-09-30T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-09-30,4192,259,34080000,21.2,1239.04,MOBILE,SEARCH,2024-10-01T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-09-30,7924,466,67940000,13.3,777.47,TABLET,SEARCH,2024-10-01T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-09-30,7157,350,54140000,9.0,336.53,TABLET,SEARCH,2024-10-01T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-09-30,5032,257,52910000,10.4,549.27,DESKTOP,SEARCH_PARTNERS,2024-10-01T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-09-30,10105,437,73670000,16.6,614.06,TABLET,SEARCH,2024-10-01T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-01,3070,200,33450000,11.6,644.7,DESKTOP,SEARCH,2024-10-02T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-01,5892,247,61490000,5.5,340.54,MOBILE,SEARCH,2024-10-02T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-01,6209,245,64910000,4.7,199.74,TABLET,SEARCH,2024-10-02T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-01,7530,350,56530000,12.5,497.68,TABLET,SEARCH_PARTNERS,2024-10-02T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-01,10840,396,77260000,8.6,354.64,MOBILE,SEARCH,2024-10-02T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-02,3805,250,38550000,20.4,932.47,DESKTOP,SEARCH,2024-10-03T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-02,7702,467,77120000,13.7,603.65,TABLET,SEARCH,2024-10-03T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-02,7576,314,61580000,10.0,612.79,MOBILE,SEARCH,2024-10-03T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-02,6107,315,56490000,10.6,456.94,TABLET,SEARCH_PARTNERS,2024-10-03T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-02,8796,306,80290000,10.5,677.1,MOBILE,SEARCH,2024-10-03T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-03,1867,66,30340000,3.9,181.75,MOBILE,SEARCH,2024-10-04T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-03,4010,163,58850000,4.3,150.73,MOBILE,SEARCH,2024-10-04T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-03,4381,303,63770000,6.7,353.21,DESKTOP,SEARCH,2024-10-04T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-03,6096,368,46280000,13.0,797.19,MOBILE,SEARCH_PARTNERS,2024-10-04T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-03,10622,494,76400000,18.1,669.05,DESKTOP,SEARCH,2024-10-04T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-04,3418,173,35060000,13.9,738.94,DESKTOP,SEARCH,2024-10-05T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-04,6566,418,64629999,9.6,504.67,TABLET,SEARCH,2024-10-05T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-04,4915,269,57550000,5.6,220.52,MOBILE,SEARCH,2024-10-05T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-04,4857,161,53620000,6.4,376.31,DESKTOP,SEARCH_PARTNERS,2024-10-05T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-04,5623,174,77540000,6.6,410.7,TABLET,SEARCH,2024-10-05T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-05,4458,204,32549999,14.6,520.04,MOBILE,SEARCH,2024-10-06T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-05,9259,579,62850000,18.2,1180.12,MOBILE,SEARCH,2024-10-06T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-05,8094,508,57980000,13.0,819.34,MOBILE,SEARCH,2024-10-06T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-05,8301,401,58970000,10.7,616.01,TABLET,SEARCH_PARTNERS,2024-10-06T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-05,6267,289,73530000,9.2,349.65,TABLET,SEARCH,2024-10-06T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-06,3000,190,32880000,17.4,627.14,TABLET,SEARCH,2024-10-07T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-06,8438,388,69120000,12.5,526.93,MOBILE,SEARCH,2024-10-07T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-06,5647,310,55760000,9.6,581.39,DESKTOP,SEARCH,2024-10-07T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-06,4409,216,47880000,5.8,206.67,DESKTOP,SEARCH_PARTNERS,2024-10-07T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-06,5548,286,74020000,8.3,360.76,DESKTOP,SEARCH,2024-10-07T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-07,4005,173,34990000,14.5,587.49,TABLET,SEARCH,2024-10-08T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-07,4570,266,62460000,5.1,277.14,TABLET,SEARCH,2024-10-08T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-07,5727,342,70510000,10.0,552.71,DESKTOP,SEARCH,2024-10-08T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-07,6825,325,48710000,12.0,700.98,MOBILE,SEARCH_PARTNERS,2024-10-08T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-07,11970,625,82390000,23.4,1317.76,DESKTOP,SEARCH,2024-10-08T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-08,4666,248,32100000,18.3,724.38,DESKTOP,SEARCH,2024-10-09T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-08,3648,172,59680000,3.4,125.11,MOBILE,SEARCH,2024-10-09T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-08,10165,432,67900000,13.9,779.56,DESKTOP,SEARCH,2024-10-09T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-08,4394,295,59110000,7.2,365.64,TABLET,SEARCH_PARTNERS,2024-10-09T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-08,8664,309,81660000,11.7,514.65,DESKTOP,SEARCH,2024-10-09T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-09,4494,187,32590000,17.2,973.29,DESKTOP,SEARCH,2024-10-10T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-09,4946,342,64319999,8.6,331.29,MOBILE,SEARCH,2024-10-10T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-09,7526,417,61550000,9.9,417.5,DESKTOP,SEARCH,2024-10-10T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-09,7496,414,58760000,15.4,593.35,MOBILE,SEARCH_PARTNERS,2024-10-10T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-09,8842,430,71960000,10.8,441.8,MOBILE,SEARCH,2024-10-10T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-10,4120,159,31530000,12.5,574.26,MOBILE,SEARCH,2024-10-11T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-10,5156,267,73170000,6.6,351.9,TABLET,SEARCH,2024-10-11T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-10,5988,333,75900000,6.5,387.73,DESKTOP,SEARCH,2024-10-11T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-10,3602,162,53680000,5.3,276.68,MOBILE,SEARCH_PARTNERS,2024-10-11T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-10,5229,203,82060000,6.9,324.24,TABLET,SEARCH,2024-10-11T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-11,3999,207,27410000,12.9,452.23,MOBILE,SEARCH,2024-10-12T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-11,4846,268,70940000,7.7,302.51,DESKTOP,SEARCH,2024-10-12T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-11,3614,210,55410000,6.8,238.24,DESKTOP,SEARCH,2024-10-12T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-11,7462,423,57280000,12.4,796.77,MOBILE,SEARCH_PARTNERS,2024-10-12T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-11,5449,285,77500000,9.8,589.06,MOBILE,SEARCH,2024-10-12T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-12,4333,216,32860000,21.4,1349.95,DESKTOP,SEARCH,2024-10-13T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-12,5602,359,66660000,6.5,377.04,DESKTOP,SEARCH,2024-10-13T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-12,7459,316,64739999,7.8,277.3,TABLET,SEARCH,2024-10-13T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-12,3489,147,53700000,4.1,224.81,MOBILE,SEARCH_PARTNERS,2024-10-13T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-12,10302,405,70060000,11.4,613.54,TABLET,SEARCH,2024-10-13T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-13,4969,299,33770000,27.6,1076.07,MOBILE,SEARCH,2024-10-14T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-13,5532,266,58150000,7.7,291.98,TABLET,SEARCH,2024-10-14T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-13,6827,324,63170000,7.3,423.33,MOBILE,SEARCH,2024-10-14T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-13,4719,187,55240000,7.6,300.34,TABLET,SEARCH_PARTNERS,2024-10-14T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-13,4978,178,64440000,5.8,279.45,TABLET,SEARCH,2024-10-14T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-14,2329,117,37250000,10.2,455.74,MOBILE,SEARCH,2024-10-15T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-14,4871,300,62330000,8.0,361.63,TABLET,SEARCH,2024-10-15T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-14,7148,332,66920000,9.9,521.89,MOBILE,SEARCH,2024-10-15T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-14,8144,305,54940000,11.0,461.19,MOBILE,SEARCH_PARTNERS,2024-10-15T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-14,8364,265,67920000,8.3,344.88,MOBILE,SEARCH,2024-10-15T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-15,1682,111,27310000,9.1,514.05,DESKTOP,SEARCH,2024-10-16T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-15,8719,372,66129999,8.4,461.67,TABLET,SEARCH,2024-10-16T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-15,6700,381,55380000,11.6,455.3,TABLET,SEARCH,2024-10-16T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-15,6739,436,45490000,11.6,663.13,TABLET,SEARCH_PARTNERS,2024-10-16T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-15,5129,203,73800000,6.2,271.95,MOBILE,SEARCH,2024-10-16T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-16,3397,225,38590000,15.2,847.05,MOBILE,SEARCH,2024-10-17T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-16,4150,249,60840000,7.9,286.68,DESKTOP,SEARCH,2024-10-17T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-16,9248,461,63740000,14.8,698.04,TABLET,SEARCH,2024-10-17T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-16,6027,362,56600000,14.9,550.48,DESKTOP,SEARCH_PARTNERS,2024-10-17T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-16,9214,644,75900000,14.0,905.55,MOBILE,SEARCH,2024-10-17T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-17,2637,113,30200000,11.2,563.55,MOBILE,SEARCH,2024-10-18T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-17,8336,339,56580000,9.6,461.16,TABLET,SEARCH,2024-10-18T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-17,7562,354,56170000,9.7,476.02,TABLET,SEARCH,2024-10-18T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-17,3804,253,47130000,6.5,320.28,MOBILE,SEARCH_PARTNERS,2024-10-18T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-17,10847,636,78840000,24.5,963.26,MOBILE,SEARCH,2024-10-18T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-18,3975,163,35920000,9.9,542.58,DESKTOP,SEARCH,2024-10-19T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-18,8107,451,68040000,14.4,893.98,TABLET,SEARCH,2024-10-19T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-18,6945,240,66569999,5.2,323.22,MOBILE,SEARCH,2024-10-19T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-18,4513,293,48630000,13.3,552.89,TABLET,SEARCH_PARTNERS,2024-10-19T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-18,5940,332,67320000,7.5,277.24,DESKTOP,SEARCH,2024-10-19T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-19,3465,202,28700000,15.1,594.66,TABLET,SEARCH,2024-10-20T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-19,7446,331,59440000,6.0,388.24,DESKTOP,SEARCH,2024-10-20T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-19,4925,289,65580000,8.4,314.35,DESKTOP,SEARCH,2024-10-20T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-19,3303,175,48030000,6.3,362.04,MOBILE,SEARCH_PARTNERS,2024-10-20T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-19,9038,421,75400000,10.6,430.3,DESKTOP,SEARCH,2024-10-20T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-20,2518,105,26650000,10.5,612.78,MOBILE,SEARCH,2024-10-21T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-20,5453,273,55440000,7.7,281.87,MOBILE,SEARCH,2024-10-21T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-20,4109,190,52970000,6.0,296.75,DESKTOP,SEARCH,2024-10-21T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-20,6140,403,52390000,14.9,767.71,MOBILE,SEARCH_PARTNERS,2024-10-21T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-20,5833,336,70360000,10.5,527.0,MOBILE,SEARCH,2024-10-21T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-21,3351,178,33430000,13.8,896.72,MOBILE,SEARCH,2024-10-22T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-21,5142,257,68830000,6.2,269.82,TABLET,SEARCH,2024-10-22T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-21,3926,246,57010000,7.8,467.28,TABLET,SEARCH,2024-10-22T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-21,3704,142,54710000,5.1,227.83,MOBILE,SEARCH_PARTNERS,2024-10-22T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-21,9520,520,68830000,19.8,1044.18,TABLET,SEARCH,2024-10-22T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-22,2282,134,35240000,11.2,470.88,DESKTOP,SEARCH,2024-10-23T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-22,3916,163,56830000,3.1,173.86,MOBILE,SEARCH,2024-10-23T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-22,4879,177,61860000,5.1,280.76,DESKTOP,SEARCH,2024-10-23T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-22,7117,381,57740000,13.0,546.07,DESKTOP,SEARCH_PARTNERS,2024-10-23T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-22,9480,356,75660000,13.9,685.13,MOBILE,SEARCH,2024-10-23T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-23,3729,139,31890000,14.5,892.35,DESKTOP,SEARCH,2024-10-24T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-23,6082,241,73740000,4.3,214.24,DESKTOP,SEARCH,2024-10-24T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-23,7758,337,67120000,10.8,456.91,DESKTOP,SEARCH,2024-10-24T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-23,5012,302,49970000,13.4,608.24,TABLET,SEARCH_PARTNERS,2024-10-24T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-23,8806,407,87740000,14.7,565.02,DESKTOP,SEARCH,2024-10-24T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-24,3587,192,29460000,16.9,1019.18,DESKTOP,SEARCH,2024-10-25T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-24,4090,238,66489999,4.3,176.52,TABLET,SEARCH,2024-10-25T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-24,4209,149,59630000,3.6,214.65,TABLET,SEARCH,2024-10-25T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-24,6625,358,62680000,14.1,626.16,TABLET,SEARCH_PARTNERS,2024-10-25T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-24,10524,495,86640000,13.3,622.65,DESKTOP,SEARCH,2024-10-25T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-25,2044,99,31240000,6.9,304.55,TABLET,SEARCH,2024-10-26T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-25,4460,243,55110000,4.6,191.52,DESKTOP,SEARCH,2024-10-26T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-25,5678,242,53390000,4.3,186.48,DESKTOP,SEARCH,2024-10-26T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-25,5581,212,51450000,5.4,273.82,DESKTOP,SEARCH_PARTNERS,2024-10-26T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-25,7971,478,60540000,13.5,536.04,DESKTOP,SEARCH,2024-10-26T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-26,3075,116,36120000,7.3,327.41,TABLET,SEARCH,2024-10-27T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-26,7661,370,60070000,7.7,351.09,MOBILE,SEARCH,2024-10-27T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-26,7872,484,63010000,10.7,584.64,DESKTOP,SEARCH,2024-10-27T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-26,4853,184,57880000,8.3,375.34,DESKTOP,SEARCH_PARTNERS,2024-10-27T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-26,8928,365,89290000,8.1,496.69,TABLET,SEARCH,2024-10-27T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-27,4007,210,33000000,17.4,797.05,TABLET,SEARCH,2024-10-28T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-27,10227,506,68500000,16.4,809.96,DESKTOP,SEARCH,2024-10-28T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-27,8293,530,71420000,16.2,801.88,MOBILE,SEARCH,2024-10-28T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-27,4243,216,52060000,9.2,493.44,DESKTOP,SEARCH_PARTNERS,2024-10-28T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-27,4825,200,77180000,5.4,300.17,DESKTOP,SEARCH,2024-10-28T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-28,4543,274,33860000,18.1,638.32,TABLET,SEARCH,2024-10-29T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-28,8194,378,57380000,10.2,562.64,MOBILE,SEARCH,2024-10-29T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-28,5128,294,60340000,8.9,465.41,MOBILE,SEARCH,2024-10-29T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-28,3461,127,50350000,3.8,229.28,MOBILE,SEARCH_PARTNERS,2024-10-29T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-28,5952,229,78530000,6.8,399.9,MOBILE,SEARCH,2024-10-29T00:00:00
GC001,Brand - Vitalis,987654321,Vitalis UK,2024-10-29,3914,264,29680000,18.2,834.99,TABLET,SEARCH,2024-10-30T00:00:00
GC002,Non-Brand - CBD Oil UK,987654321,Vitalis UK,2024-10-29,6679,211,66099999,5.6,341.91,MOBILE,SEARCH,2024-10-30T00:00:00
GC003,Non-Brand - Supplements UK,987654321,Vitalis UK,2024-10-29,6554,272,68760000,8.4,482.45,MOBILE,SEARCH,2024-10-30T00:00:00
GC004,Shopping - All Products,987654321,Vitalis UK,2024-10-29,5252,320,48500000,9.6,565.31,MOBILE,SEARCH_PARTNERS,2024-10-30T00:00:00
GC005,PMax - Wellness,987654321,Vitalis UK,2024-10-29,5402,209,81060000,5.7,248.33,MOBILE,SEARCH,2024-10-30T00:00:00
